,Date,BRL=X,CAD=X,CL=F,CT=F,ES=F,EUR=X,GBP=X,GC=F,JPY=X,MXN=X,NQ=F,SB=F,SI=F,YM=F,ZB=F,ZC=F,ZF=F,ZN=F,ZT=F,CarteiraRenda_Fixa,CarteiraMoeda,CarteiraEquity
3196,2012-04-03,-0.0019503567103748,0.0019788504494112,0.015848760440139,0.0221817879466484,-0.0133170802585583,0.0133198261493316,0.0173601281738362,-0.0277883419813994,-0.0226968914726799,0.0019553949411304,-0.0186864337277287,-0.0040084713045699,0.0272919180233922,-0.0125103985108601,0.0016889479139909,0.0012059907273932,0.0042600326976746,0.0034075579536217,0.0027320589226904,0.0030221493719943997,0.0016611585884424502,-0.014837970832382369
3197,2012-04-04,-0.0009367597512633,0.0120464895453771,-0.0114301023675969,0.0050416653881008,-0.0025453724753559,0.0098903324046287,0.0004146328538522,0.0072526241615511,0.0063204174909623,0.0094649360911222,0.0072300184525121,0.0037964198729402,-0.0081170986368378,-0.0026414043618578,0.0038497474436856,-0.0012283683998399,0.0029328259507546,0.0044208231781905,0.0006822677148791,0.0029714160718774495,0.0062000081057798665,0.0006810805384327999
3198,2012-04-05,-0.0025778880758217,-0.0070135654326256,0.0051421888993983,-0.0062078295208723,-0.0131513278823139,0.0096700288502001,0.0094018407810243,0.006230597145348,-0.0027845617766365,0.01158832209997,-0.010639795459054,-0.0035850849008918,0.0023532004604247,-0.0127340458977946,0.0079883347368768,0.0076839096467106,0.0066461656874936,0.0085281103932776,0.0062305943221981,0.007348301284961525,0.0030473627410184333,-0.012175056413054166
3199,2012-04-06,-0.0005699931613333,0.0095306191974478,-0.0,-0.0,0.0,-0.0017144714927433,-0.006446992101674,0.0,0.0156441399130539,-0.0005270327520646,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0026527116004477504,0.0
3200,2012-04-09,-0.0016809953497201,-0.0019833762744339,0.0090360688886948,-0.0016746218251497,-0.0156479516021524,-0.0039970511918153,-0.0035575445496665,0.0076855146594436,-0.0051017601450816,0.0195157080226369,-0.0134337191743635,0.0138897439929911,-0.0018922022833112,-0.0171082694586794,0.0026484960145223,0.0122599506074722,0.0036731013972613,0.0030240054075747,0.0060106327733287,0.00383905889817175,0.0005324967519865832,-0.0153966467450651
3201,2012-04-10,0.0079603925218229,0.0186030829911925,-0.0107140449986714,-0.0111982412553841,0.005983105659824,0.0047493568405599,0.0069345512081744,-0.0002246848768233,0.0156038725726461,0.0004731748339939,0.0030520239988902,-0.001995502754629,0.0019370736064419,0.0062986338247276,-0.0020361848378334,-0.0010867800906088,-0.0013953686256474,-0.0017725536188877,-0.0006390303879815,-0.0014607843675874998,0.00905407182806495,0.0051112544944806005
3202,2012-04-11,0.0012377810091212,-0.0031878607028387,-0.0058619274899504,-0.0107162294453829,0.0188971996642084,-0.0058891644623407,-0.0089879989842713,0.0093697377606239,-0.0050698802650384,-0.0130676673153788,0.0147186708984155,-0.0068167937253536,-0.012493378761825,0.0203376691853045,-0.0010318497479497,-0.0013230635053315,-0.0004350203245357,-0.0012658353310924,0.0012986162177004,-0.00035852229646934995,-0.00582746512012445,0.017984513249309466
3203,2012-04-12,-0.00502851222017,-0.0185656425525844,0.0050566926490027,0.0059556254718171,-0.0169786908880904,-0.0088341068622589,-0.0046920496514966,-0.0092072477342088,0.0012696315351071,0.0148178880371095,-0.0187612518454218,0.021366099473331,0.0135091112740467,-0.014870084651346,0.0032534679315691,0.0073788612499623,0.0024319595871125,0.002675400240018,0.0019749834599696,0.0025839528046673003,-0.0035054652857155495,-0.016870009128286068
3204,2012-04-13,0.0068027941641706,0.0088379694309385,-0.0006365532512716,0.0263926443464264,-0.0007894536196566,0.0171145776170925,0.0146381912475809,-0.0047557537767695,0.000463666299839,0.0041165110754944,-0.0118586739459931,0.0115268384256101,0.0001940353478599,0.0056203712530269,0.0014581262098775,0.0054739783420494,0.0008902065263174,0.0010736860778888,0.0006651846190101,0.00102180085827345,0.008662284972519316,-0.002342585437540933
3205,2012-04-16,0.0050610364466458,0.0015552703474071,-0.0082115615025447,-0.0084205964871438,0.0156616549645873,-0.0087120821076453,-0.0059349245119579,0.0007458546981594,0.0087750299205704,-0.0116707314800111,0.0194910238333194,-0.0029913261424787,-0.0037137973329732,0.0158644734427722,-0.0019998486567547,0.0060578918973101,-0.0014690695035422,-0.0018516726655896,-0.0006759903521372,-0.0014991452945059252,-0.0018210668974985003,0.017005717413559635
3206,2012-04-17,0.0078147809890525,-0.0227453171519074,0.0098136146340034,-0.015384760211401,-0.0040496645445687,-0.0010688721922342,-0.0061146521066093,-0.0054439983114361,-0.0115339786660297,0.0088753960719663,-0.0068065883732877,0.0170890490738801,0.002316596951674,-0.0058621327562112,0.0017062991348307,0.0142822339000861,0.0008010149620052,0.000991185288388,0.0013732330260983,0.00121793310283055,-0.004128773842626967,-0.0055727952246892
3207,2012-04-18,0.0118951922335336,0.0037631204664805,0.0025987671237464,0.0023302040964848,-0.0045083722354036,0.001956992252519,-0.0107341902305514,0.000868293430866,-0.0040096328692432,0.0017258579941538,-0.0041513835547781,-0.0072959595001642,-0.0037096162515054,-0.0048805776516125,0.0015061302244831,-0.0184743438331192,0.0009298529630883,0.0014527717576021,0.0,0.0009721887362933749,0.0007662233078153832,-0.004513444480598067
3208,2012-04-19,0.0010941714214677,0.0072102625073646,-0.0051667280769815,0.0088537716882314,0.0021912807459135,-0.0033108963878955,-0.0050927839386189,0.000734692351171,0.0052195736761149,-0.0105855570954257,-0.0035475316652181,-0.0,0.001615066023126,0.0077527921397314,-0.0008697032424499,0.0075170819474982,-0.0004721041204576,-0.0006790797592922,0.0,-0.000505221780549925,-0.0009108716361654829,0.0021321804068089333
3209,2012-04-20,-0.0047542711632899,-0.0026093330104091,-0.0003989465941798,-0.0021785499791928,-0.0101012043562913,-0.0076270704235593,-0.0093124245835269,-0.0050737773096138,-0.0001533664902969,0.0079870322011687,-0.0093598736314543,-0.0005265959540977,0.0145218154210098,-0.0105423524274998,0.002652642661396,-0.0090331262939615,0.0022787735316911,0.0022996318188119,0.0028790741591948,0.00252753054277345,-0.0027449055783189,-0.010001143471748467
3210,2012-04-23,0.0050039251023467,-0.0042868451852341,0.0029731126953891,0.0063673453753188,0.0058911298896259,0.006886925813819,0.0013911257048769,0.0056270913178995,-0.0090076009571183,-0.0028206835982491,-0.0069750613059894,0.0024108565694774,-0.0028346895973798,0.0079578787617163,-0.0015489822325039,0.0037749293758782,-0.0016933525681616,-0.0015058522523525,-0.0014454884261034,-0.00154841886978035,-0.00047219218659315013,0.0022913157817842666
3211,2012-04-24,-0.0003159170586672,-0.0089179890910472,0.0038933672394584,0.002938441216498,0.014088481226499,-0.006003094655123,-0.0031761860893212,-0.0008132522739572,0.0054046256205284,5.220241186655881e-05,0.0286844214012009,0.001081410262604,0.0051667107904414,0.007313599916633,-0.0012346960417888,0.0065785611333052,0.0003668481236365,-0.0007037808955109,0.0,-0.0003929072034158,-0.0021593931436272736,0.01669550084811097
3212,2012-04-25,-0.0003210747878818,-0.0087786530297246,0.0029623451298972,-0.0090629822549926,0.0075275895377616,-0.0046078469592319,-0.0045967310331803,0.0094152485171663,-0.0015813297981788,0.0059679771732528,0.0054322957498219,-0.0197270890800478,-0.0116080872660659,0.0108511431115594,0.0012542575570501,-0.0120533024318642,0.001864662929983,0.0017874044860032,0.0022311276040226,0.001784363144264725,-0.0023196097391574334,0.007937009466380965
3213,2012-04-26,0.0032634832324353,0.0069596945515152,0.0026473322468113,0.0067862430380687,0.0013883972899888,0.0056151909891302,-7.313302044869987e-05,0.0022486743487548,-0.0043254597912955,-0.0260284924042153,0.0057306886970923,0.0027191308361028,-0.0018876092383065,0.0003574753460284,0.0016158618187612,-0.0259939301096833,0.0010058157461135,0.0018070522860262,-0.0007508363047921,0.0009194733865272,-0.0024314527404797996,0.0024921871110364997
3214,2012-04-27,0.0014554441492945,-0.0103511168433775,-0.0004230596957924,0.0126976562562553,-0.0040283290976747,-0.0068343488885221,-0.0144764329441337,-0.0003106275643933,-0.0128540833929314,0.0001374372567765,-0.0061175177873811,-0.001388825887744,0.0051431052984768,-0.0008175403409674,0.0005829722750015,-0.0056306276243887,0.0005106763816066,0.0009745292967089,0.00076219128252,0.00070759230895925,-0.007153850110482283,-0.0036544624086744
3215,2012-04-30,0.013303423481687,0.0146231257152507,0.0092530413835788,-0.0016861979716568,0.005728300270767,0.0002383764836831,0.0066287773346612,-0.0008952899731834,0.0077481693238509,-0.0057290765901111,-0.0002656721107352,0.0062274892936363,0.0011140698471268,0.005819656408814,-0.0029599862120459,0.0003886323082487,-0.0018168500428649,-0.0024733516882269,-0.001549170001296,-0.002199839486108425,0.006135465958170301,0.0037607615229486003
3216,2012-05-01,0.0003958093903595,-0.0046967343795391,-0.0066760429852243,0.0003284069900626,-0.0024726835015035,0.0,0.0014739948646031,-0.0044483161163749,-0.0052809160346557,0.0024318996546996,0.0032416524075179,0.011599450051031,0.0039473259257033,-0.0013028067034979,0.0028563869002669,0.0138381026233296,0.0011794641881456,0.0017408886427004,0.0,0.001444184932778225,-0.0009459910840887665,-0.00017794593249450004
3217,2012-05-02,0.010589682106313,0.0022918784680735,-0.0193305115120877,0.0014700107480351,-0.0096370123351984,0.0130654571184651,-0.004298855925687,-0.0104784332746718,0.0016373845972693,0.0065627795374952,-0.0129455486954449,-0.0029595355431913,0.0089769856430185,-0.0057720532971506,0.0,-0.0067593062130586,0.000398984630065,0.0,0.0007965520586737,0.000298884172184675,0.00497472098365485,-0.009451538109264634
3218,2012-05-03,-0.0082689974500813,0.0025353085038804,-0.0284659914403862,0.0079681371734403,-0.0197846268984058,-0.0012054754880209,0.0001508021634994,0.0057827576688286,-0.0016662198048761,0.0167048636068539,-0.024120482547341,-0.0047631164809446,-0.0061187683231045,-0.0178271820316254,0.0032643595945596,-0.0091044995446677,0.0027040542246739,0.0037083906465492,0.0016187844849444,0.002823897237681775,0.0013750469218759,-0.0205774304924574
3219,2012-05-04,0.0114329109600356,0.0220599158830861,0.0035904866913475,0.0085488541007535,0.0026341290649622,0.026705851241233,0.0101170426393168,-0.0033689279206181,0.0074483634928296,0.0002956100828718,0.0037548671383833,-0.0071381603711467,0.0044485068055335,0.0001860500448796,0.0002407163759071,-0.0021453506415495,0.0001360037795296,0.0,-0.0008201834374651,-0.00011086582050709998,0.013009949049895483,0.0021916820827416997
3220,2012-05-07,-0.0053688240992508,-0.0114007945051319,0.0062000438658683,0.0023406027047747,-0.0059522976848514,-0.0117916158316962,-0.0103454300061642,-0.019469621749517,-0.0019617436505348,0.0202322254313607,-0.0047384632405336,0.0199991501697703,0.0097357825897529,-0.0087008051009589,0.0028135092000971,-0.0007896566727164,0.0019357135864041,0.0023268484052078,0.0008323721201947,0.0019771108279759246,-0.003439363776902867,-0.006463855342114633
3221,2012-05-08,0.0127877499580946,0.0141358534556357,0.0013621262140962,-0.0094822926162516,-0.0062535503865862,0.0084830227555135,0.0068527744298967,-0.0056512811231207,0.0011704687368128,0.0152390468510762,-0.0012279557368905,-0.0002918435801316,0.0032885674753596,-0.0068731474392693,0.0,0.0198426564902479,0.0001399077229105,-0.0001303859995282,0.0,2.380430845575004e-06,0.009778152697838249,-0.004784884520915334
3222,2012-05-09,0.0208557170265521,0.0046045738333154,-0.0018736239996174,0.0283885213537385,0.005504147429668,0.0076122323765079,0.0013349028474519,0.0007829959843983,0.0029774731111439,0.0007363518587737,-0.0001785781947297,-0.0020736156086898,0.0009460937812341,0.0037748836780987,-0.0004980865574221,0.0123870547093029,-0.0007111363377897,-0.0010600213727198,-0.0008599160156455,-0.000782290070894275,0.006353541842290817,0.0030334843043456666
3223,2012-05-10,-0.010883157759864,0.0019396095094795,0.006672045109996,0.0190479679389116,-0.0063850285999585,0.000218296148981,-0.0001936434144149,-0.0065291984083044,-0.0032116025763178,0.0031129425786865,-0.0029058219445932,0.0068778854274956,0.0043932625793792,-0.0044992308455366,0.0031637741888911,0.0139466354549995,0.0020207325317522,0.0025519406371673,0.0,0.00193411183945265,-0.0015029259189082835,-0.0045966937966960995
3224,2012-05-11,0.0081394033544704,-0.0053171930436954,0.0096819183392054,0.0010008110157704,-0.0138298106061408,0.004659309541447,0.0090530241896645,-0.0133027767833373,-0.0032909948433453,0.0139635059382075,-0.0095274182962923,-0.0015317166607565,0.0087274106714882,-0.0132296776515572,0.0039169015833973,-0.0,0.0018980513035533,0.0029757997466389,-0.0008872018641846,0.001975887692351225,0.004534509189458116,-0.012195635517996767
3225,2012-05-14,0.0169591727657245,0.0039903457257792,0.0058424854822724,-0.0023105134364641,-0.0049510888848125,0.0092017434921468,-0.0031329724573336,-0.0022094806868134,0.0037239320407189,0.0115655911922252,-0.0025257165531591,-0.0040270720377227,0.0044006662717158,-0.0049593131276156,0.0012515487765272,0.0088105748472999,-0.0016261705157559,-0.0004074476190856,-0.0027009900094933,-0.0008707648419518999,0.0070513021265435,-0.004145372855195734
3226,2012-05-15,0.0043658991921983,0.0094922365965223,0.0087339982160069,0.0150132204734593,0.0050403854401207,0.0132341693819446,0.0171240644307998,-0.0122085120225043,-0.0099935999289909,-0.0077739532615908,-0.0079104589374446,-0.0102493895986664,0.0150446901338911,-0.0031286437164433,0.0016495987810565,-0.0190689410141537,-0.0007463169165872,0.0004137268776727,-0.0027093148495492,-0.0003480765268518001,0.00440813606848055,-0.0019995724045890665
3227,2012-05-16,-0.0003028220319287,0.0096652757827043,0.0019046624883001,0.0022244874061582,0.0189654959877302,0.0006620340529333,0.0098902812312657,0.0229272886029863,-0.0005211294219616,0.0067474560347059,-0.0204199766189978,-0.003927896528736,-0.0142882737945189,-0.0165475960396949,0.0064218992778676,-0.0038274208839172,-0.0001514493395722,0.003083761209183,-0.0027198413130488,0.0016585924586073999,0.004356849274619817,-0.006000692223654167
3228,2012-05-17,0.0051019743952238,0.0140570392442826,0.0083889457286939,-0.0095110972906449,0.0091572265918886,0.0044851831620457,0.0204280361729532,0.0091419807975221,0.0199571992450298,-0.0025255653837846,-0.0137349605293925,0.0118351688625057,-0.011361333757465,0.0079086216186605,-0.0002451307155019,-0.0080813844034448,-0.0003078357480476,0.0004220812041116,0.0009108053906956,0.00019498003281442499,0.010250644472625083,0.001110295893718867
3229,2012-05-18,0.0088939126408499,0.0049166677202935,-0.0086470727007021,0.0032488295389534,-0.0221196379504342,-0.0104483757745373,-0.0039095051898751,-0.0016876136454208,0.0048438893006776,-0.010165637887134,0.0284424635006349,0.002776349912766,0.0061123754301332,0.0159584518543716,-0.0016177367657193,0.0019000555866144,0.0,-0.0017159198432338,0.0,-0.000833414152238275,-0.0009781748649542333,0.007427092468190766
3230,2012-05-21,0.0064280455272353,-0.0073644046070625,0.0070960190862402,0.0212072886659892,-0.0008003423261084,-0.0051971185645772,-0.0021626762131941,-0.006500817575396,-0.0049660615339401,0.0190687067082591,-0.0026532450654145,0.0182706988416217,0.0022349548249106,-0.0012719755451295,-0.004523623226752,0.0279100272223186,-0.0030204972915285,-0.0028844294370322,-0.0009400245530826,-0.0028421436270988252,0.0009677485527867499,-0.0015751876455508001
3231,2012-05-22,0.0346642795495064,0.0088065458807085,0.0140246358115543,0.0211088317278722,0.0008144035975744,0.0205690994057525,0.0098164375550397,-0.0154327381545054,-0.0123808479654443,0.0064503692702041,0.0017213282861457,0.0091208987080681,0.0107923127819784,-0.0010955103134351,0.0059125421346348,-0.0047810449748969,0.0039690920496306,0.0044663871857292,0.0038185779228064,0.00454164982320025,0.01132098061596115,0.0004800738567616667
3232,2012-05-23,-0.0321834400118239,0.00842257122298,-0.0061195662539283,-0.0169991204885273,0.0055817001343566,0.0139917668950552,0.0113942852746632,0.0050228680606702,0.0119112253683491,0.0026951566909012,-0.0014121305165745,-0.0022532855380561,-0.0106636961094436,0.0070948590344162,-0.0029590639440309,0.0183896318577929,-0.0029946109304274,-0.0022756703148171,-0.0037857772512803,-0.003003780610138925,0.002705260906687467,0.0037548095507327663
3233,2012-05-24,0.0001376395579341,0.0006037926970612,-0.0016015414598495,0.0020528222864525,-0.006223537372613,0.003380995844842,0.0036223536725619,0.0062963498385787,-0.0048914840989034,0.0015973667691411,-0.0041453461635076,-0.001298648933668,-0.0037089493788077,-0.0108298045159037,0.0008285842553542,-0.0,0.0004723113891948,0.0020006634519345,0.002819373887641,0.001530233246031125,0.0007417774071061499,-0.007066229350674767
3234,2012-05-25,-0.0199041309596021,-0.0016366693092123,0.0008102013064947,0.0053719816908861,0.0156131864434792,-0.0045019745651178,-0.0033063406232988,-0.01104453685809,0.0014382367240257,-0.0068452523610568,0.0122496656398126,0.0029567007501531,0.0098501132437749,0.0156967378141134,0.0003605002394325,0.0120033854492079,-0.0004801309991357,0.0005781407753042,-0.0009421210327943,-0.00012090275429832502,-0.00579268851571035,0.014519863299135067
